Analysis id 1020	Stable id 1023	Band 1027
2	OTTHUMG00000015128	q14.3
2	OTTHUMG00000015129	q14.3
2	OTTHUMG00000015130	q14.3
2	OTTHUMG00000015131	q14.3
2	OTTHUMG00000015132	q14.3
2	OTTHUMG00000015133	q14.3
2	OTTHUMG00000015134	q14.3
2	OTTHUMG00000015137	q14.3
2	OTTHUMG00000015136	q14.3
2	OTTHUMG00000015135	q14.3
2	OTTHUMG00000015139	q14.3
2	OTTHUMG00000015140	q14.3
2	OTTHUMG00000015141	q14.3
2	OTTHUMG00000015138	q14.3
2	OTTHUMG00000015142	q14.3
2	OTTHUMG00000015143	q14.3
2	OTTHUMG00000015144	q14.3
2	OTTHUMG00000015145	q14.3
2	OTTHUMG00000015146	q14.3
2	OTTHUMG00000015147	q14.3
2	OTTHUMG00000015148	q14.3
2	OTTHUMG00000015149	q14.3
2	OTTHUMG00000015150	q14.3
2	OTTHUMG00000015151	q14.3
2	OTTHUMG00000015152	q14.3
2	OTTHUMG00000015153	q14.3
2	OTTHUMG00000015156	q14.3
2	OTTHUMG00000015159	q14.3
2	OTTHUMG00000015154	q14.3
2	OTTHUMG00000015157	q14.3
2	OTTHUMG00000015158	q14.3
2	OTTHUMG00000015160	q14.3
2	OTTHUMG00000015161	q14.3
2	OTTHUMG00000015162	q14.3
2	OTTHUMG00000015164	q14.3
2	OTTHUMG00000015163	q14.3
2	OTTHUMG00000015166	q14.3
2	OTTHUMG00000015167	q15
2	OTTHUMG00000015171	q15
2	OTTHUMG00000015168	q15
2	OTTHUMG00000015169	q15
2	OTTHUMG00000015172	q15
2	OTTHUMG00000015170	q15
2	OTTHUMG00000015173	q15
2	OTTHUMG00000015174	q15
2	OTTHUMG00000015175	q15
2	OTTHUMG00000015176	q15
2	OTTHUMG00000015177	q15
2	OTTHUMG00000015178	q15
2	OTTHUMG00000015179	q15
2	OTTHUMG00000015181	q15
2	OTTHUMG00000015180	q15
2	OTTHUMG00000015182	q15
2	OTTHUMG00000015183	q15
2	OTTHUMG00000015184	q15
2	OTTHUMG00000015185	q15
2	OTTHUMG00000015186	q15
2	OTTHUMG00000015187	q15
2	OTTHUMG00000015190	q15
2	OTTHUMG00000015189	q15
2	OTTHUMG00000015188	q15
2	OTTHUMG00000015191	q15
2	OTTHUMG00000015192	q15
2	OTTHUMG00000015193	q15
2	OTTHUMG00000015195	q15
2	OTTHUMG00000015198	q15
2	OTTHUMG00000015197	q15
2	OTTHUMG00000016337	q15
2	OTTHUMG00000015199	q15
2	OTTHUMG00000015200	q15
2	OTTHUMG00000015201	q15
2	OTTHUMG00000015202	q15
2	OTTHUMG00000046174	q15
2	OTTHUMG00000015203	q15
2	OTTHUMG00000015213	q15
2	OTTHUMG00000015204	q15
2	OTTHUMG00000015206	q15
2	OTTHUMG00000015207	q15
2	OTTHUMG00000015212	q15
2	OTTHUMG00000015208	q15
2	OTTHUMG00000015209	q15
2	OTTHUMG00000015210	q15
2	OTTHUMG00000015211	q15
2	OTTHUMG00000015216	q15
2	OTTHUMG00000015214	q15
2	OTTHUMG00000015215	q15
2	OTTHUMG00000015217	q15
2	OTTHUMG00000015218	q15
2	OTTHUMG00000015221	q15
2	OTTHUMG00000015220	q15
2	OTTHUMG00000015219	q15
2	OTTHUMG00000015222	q15
2	OTTHUMG00000015223	q15
2	OTTHUMG00000015224	q16.1
2	OTTHUMG00000015225	q16.1
2	OTTHUMG00000015227	q16.1
2	OTTHUMG00000015226	q16.1
2	OTTHUMG00000015228	q16.1
2	OTTHUMG00000015229	q16.1
2	OTTHUMG00000015230	q16.1
2	OTTHUMG00000015232	q16.1
2	OTTHUMG00000015231	q16.1
2	OTTHUMG00000015233	q16.1
2	OTTHUMG00000016296	q16.1
2	OTTHUMG00000015234	q16.1
2	OTTHUMG00000015235	q16.1
2	OTTHUMG00000015236	q16.1
2	OTTHUMG00000015237	q16.1
2	OTTHUMG00000015238	q16.1
2	OTTHUMG00000015239	q16.1
2	OTTHUMG00000015240	q16.1
2	OTTHUMG00000015241	q16.1
2	OTTHUMG00000015242	q16.1
2	OTTHUMG00000015243	q16.1
2	OTTHUMG00000015244	q16.1
2	OTTHUMG00000015245	q16.1
2	OTTHUMG00000015246	q16.1
2	OTTHUMG00000015247	q16.1
2	OTTHUMG00000015248	q16.1
2	OTTHUMG00000015249	q16.1
2	OTTHUMG00000015250	q16.1
2	OTTHUMG00000015251	q16.1
2	OTTHUMG00000015252	q16.1
2	OTTHUMG00000015253	q16.1
2	OTTHUMG00000015254	q16.1
2	OTTHUMG00000015255	q16.1
2	OTTHUMG00000015256	q16.1
2	OTTHUMG00000015257	q16.1
2	OTTHUMG00000015258	q16.1
2	OTTHUMG00000015259	q16.1
2	OTTHUMG00000015260	q16.2
2	OTTHUMG00000015261	q16.2
2	OTTHUMG00000015264	q16.2
2	OTTHUMG00000015262	q16.2
2	OTTHUMG00000015263	q16.2
2	OTTHUMG00000015267	q16.2
2	OTTHUMG00000015265	q16.2
2	OTTHUMG00000015268	q16.2
2	OTTHUMG00000015266	q16.2
2	OTTHUMG00000015269	q16.2
2	OTTHUMG00000015270	q16.2
2	OTTHUMG00000015271	q16.2
2	OTTHUMG00000015272	q16.2
2	OTTHUMG00000015274	q16.2
2	OTTHUMG00000015273	q16.3
2	OTTHUMG00000015275	q16.3
2	OTTHUMG00000015276	q16.3
2	OTTHUMG00000015279	q16.3
2	OTTHUMG00000015277	q16.3
2	OTTHUMG00000016328	q16.3
2	OTTHUMG00000015280	q16.3
2	OTTHUMG00000015281	q16.3
2	OTTHUMG00000015282	q16.3
2	OTTHUMG00000015283	q16.3
2	OTTHUMG00000015285	q16.3
2	OTTHUMG00000015284	q16.3
2	OTTHUMG00000015286	q16.3
2	OTTHUMG00000015287	q16.3
2	OTTHUMG00000015288	q16.3
2	OTTHUMG00000015289	q16.3
2	OTTHUMG00000015290	q16.3
2	OTTHUMG00000015291	q21
2	OTTHUMG00000015292	q21
2	OTTHUMG00000015293	q21
2	OTTHUMG00000015297	q21
2	OTTHUMG00000015296	q21
2	OTTHUMG00000015295	q21
2	OTTHUMG00000015294	q21
2	OTTHUMG00000015298	q21
2	OTTHUMG00000016419	q21
2	OTTHUMG00000015299	q21
2	OTTHUMG00000016193	q21
2	OTTHUMG00000015300	q21
2	OTTHUMG00000015302	q21
2	OTTHUMG00000015304	q21
2	OTTHUMG00000015301	q21
2	OTTHUMG00000015303	q21
2	OTTHUMG00000015306	q21
2	OTTHUMG00000015305	q21
2	OTTHUMG00000015307	q21
2	OTTHUMG00000015308	q21
2	OTTHUMG00000059359	q21
2	OTTHUMG00000015309	q21
2	OTTHUMG00000015312	q21
2	OTTHUMG00000015310	q21
2	OTTHUMG00000015313	q21
2	OTTHUMG00000015316	q21
2	OTTHUMG00000015314	q21
2	OTTHUMG00000048758	q21
2	OTTHUMG00000015315	q21
2	OTTHUMG00000015318	q21
2	OTTHUMG00000015317	q21
2	OTTHUMG00000015320	q21
2	OTTHUMG00000015319	q21
2	OTTHUMG00000150108	q21
2	OTTHUMG00000015323	q21
2	OTTHUMG00000055218	q21
2	OTTHUMG00000015322	q21
2	OTTHUMG00000015324	q21
2	OTTHUMG00000102191	q21
2	OTTHUMG00000150107	q21
2	OTTHUMG00000102192	q21
2	OTTHUMG00000102193	q21
2	OTTHUMG00000015327	q21
2	OTTHUMG00000015326	q21
2	OTTHUMG00000015330	q21
2	OTTHUMG00000016136	q21
2	OTTHUMG00000157125	q21
2	OTTHUMG00000015335	q21
2	OTTHUMG00000015332	q21
2	OTTHUMG00000015333	q21
2	OTTHUMG00000015334	q21
2	OTTHUMG00000015338	q21
2	OTTHUMG00000015336	q21
2	OTTHUMG00000015337	q21
2	OTTHUMG00000133565	q21
2	OTTHUMG00000015340	q21
2	OTTHUMG00000015341	q21
2	OTTHUMG00000015342	q21
2	OTTHUMG00000015343	q21
2	OTTHUMG00000015339	q21
2	OTTHUMG00000036593	q21
2	OTTHUMG00000015348	q21
2	OTTHUMG00000015350	q21
2	OTTHUMG00000015349	q21
2	OTTHUMG00000015347	q21
2	OTTHUMG00000157658	q21
2	OTTHUMG00000015352	q21
2	OTTHUMG00000015353	q21
2	OTTHUMG00000015354	q21
2	OTTHUMG00000015357	q21
2	OTTHUMG00000015358	q21
2	OTTHUMG00000015355	q21
2	OTTHUMG00000015359	q21
2	OTTHUMG00000015360	q21
2	OTTHUMG00000016171	q21
2	OTTHUMG00000015363	q21
2	OTTHUMG00000015365	q21
2	OTTHUMG00000015362	q21
2	OTTHUMG00000015361	q21
2	OTTHUMG00000015364	q21
2	OTTHUMG00000016267	q21
2	OTTHUMG00000015369	q21
2	OTTHUMG00000015366	q21
2	OTTHUMG00000015370	q21
2	OTTHUMG00000015368	q21
2	OTTHUMG00000015367	q21
2	OTTHUMG00000015371	q21
2	OTTHUMG00000015375	q21
2	OTTHUMG00000015372	q21
2	OTTHUMG00000015374	q21
2	OTTHUMG00000016318	q21
2	OTTHUMG00000015373	q21
2	OTTHUMG00000046182	q21
2	OTTHUMG00000015376	q21
2	OTTHUMG00000015378	q21
2	OTTHUMG00000015377	q21
2	OTTHUMG00000015379	q21
2	OTTHUMG00000016305	q21
2	OTTHUMG00000015381	q21
2	OTTHUMG00000015385	q21
2	OTTHUMG00000015382	q21
2	OTTHUMG00000015383	q21
2	OTTHUMG00000015386	q21
2	OTTHUMG00000015384	q21
2	OTTHUMG00000015392	q21
2	OTTHUMG00000015391	q21
2	OTTHUMG00000015390	q21
2	OTTHUMG00000015389	q21
2	OTTHUMG00000015388	q21
2	OTTHUMG00000015387	q21
2	OTTHUMG00000015393	q21
2	OTTHUMG00000015394	q21
2	OTTHUMG00000015395	q21
2	OTTHUMG00000015396	q21
2	OTTHUMG00000015397	q21
2	OTTHUMG00000015398	q21
2	OTTHUMG00000015399	q21
2	OTTHUMG00000015400	q21
2	OTTHUMG00000015402	q21
2	OTTHUMG00000015401	q21
2	OTTHUMG00000015403	q21
2	OTTHUMG00000015404	q21
2	OTTHUMG00000015406	q21
2	OTTHUMG00000015405	q21
2	OTTHUMG00000133566	q21
2	OTTHUMG00000015411	q21
2	OTTHUMG00000015407	q21
2	OTTHUMG00000164691	q21
2	OTTHUMG00000015410	q21
2	OTTHUMG00000015412	q22.1
2	OTTHUMG00000015413	q21
2	OTTHUMG00000016197	q22.1
2	OTTHUMG00000015418	q22.1
2	OTTHUMG00000015419	q22.1
2	OTTHUMG00000015420	q22.1
2	OTTHUMG00000015421	q22.1
2	OTTHUMG00000015422	q22.1
2	OTTHUMG00000015424	q22.1
2	OTTHUMG00000015423	q22.1
2	OTTHUMG00000015428	q22.1
2	OTTHUMG00000015426	q22.1
2	OTTHUMG00000015425	q22.1
2	OTTHUMG00000015431	q22.1
2	OTTHUMG00000015429	q22.1
2	OTTHUMG00000015433	q22.1
2	OTTHUMG00000015430	q22.1
2	OTTHUMG00000015427	q22.1
2	OTTHUMG00000015434	q22.1
2	OTTHUMG00000015435	q22.1
2	OTTHUMG00000015436	q22.1
2	OTTHUMG00000015437	q22.1
2	OTTHUMG00000159342	q22.1
2	OTTHUMG00000015438	q22.1
2	OTTHUMG00000015439	q22.1
2	OTTHUMG00000015440	q22.1
2	OTTHUMG00000015442	q22.1
2	OTTHUMG00000015443	q22.1
2	OTTHUMG00000015441	q22.1
2	OTTHUMG00000015444	q22.1
2	OTTHUMG00000015445	q22.1
2	OTTHUMG00000015448	q22.1
2	OTTHUMG00000015446	q22.1
2	OTTHUMG00000015447	q22.1
2	OTTHUMG00000015449	q22.1
2	OTTHUMG00000015450	q22.1
2	OTTHUMG00000015451	q22.1
2	OTTHUMG00000016188	q22.1
2	OTTHUMG00000015457	q22.1
2	OTTHUMG00000015452	q22.1
2	OTTHUMG00000015453	q22.1
2	OTTHUMG00000015455	q22.1
2	OTTHUMG00000015456	q22.1
2	OTTHUMG00000015458	q22.1
2	OTTHUMG00000015460	q22.1
2	OTTHUMG00000015459	q22.2
2	OTTHUMG00000015461	q22.31
2	OTTHUMG00000015465	q22.31
2	OTTHUMG00000015463	q22.31
2	OTTHUMG00000015462	q22.31
2	OTTHUMG00000016373	q22.31
2	OTTHUMG00000015466	q22.31
2	OTTHUMG00000015468	q22.31
2	OTTHUMG00000015470	q22.31
2	OTTHUMG00000164916	q22.31
2	OTTHUMG00000015471	q22.31
2	OTTHUMG00000016148	q22.31
2	OTTHUMG00000015472	q22.31
2	OTTHUMG00000016149	q22.31
2	OTTHUMG00000015473	q22.31
2	OTTHUMG00000015474	q22.31
2	OTTHUMG00000015477	q22.31
2	OTTHUMG00000015478	q22.31
2	OTTHUMG00000015479	q22.31
2	OTTHUMG00000015480	q22.31
2	OTTHUMG00000015481	q22.31
2	OTTHUMG00000015482	q22.31
2	OTTHUMG00000015483	q22.31
2	OTTHUMG00000015484	q22.31
2	OTTHUMG00000015485	q22.31
2	OTTHUMG00000016216	q22.31
2	OTTHUMG00000015487	q22.31
2	OTTHUMG00000015486	q22.31
2	OTTHUMG00000015488	q22.31
2	OTTHUMG00000015489	q22.31
2	OTTHUMG00000015490	q22.31
2	OTTHUMG00000015491	q22.31
2	OTTHUMG00000015495	q22.31
2	OTTHUMG00000015493	q22.31
2	OTTHUMG00000015494	q22.31
2	OTTHUMG00000015497	q22.31
2	OTTHUMG00000015496	q22.31
2	OTTHUMG00000015500	q22.31
2	OTTHUMG00000015498	q22.31
2	OTTHUMG00000015499	q22.31
2	OTTHUMG00000015501	q22.31
2	OTTHUMG00000015504	q22.31
2	OTTHUMG00000015503	q22.31
2	OTTHUMG00000015505	q22.31
2	OTTHUMG00000015506	q22.31
2	OTTHUMG00000015507	q22.31
2	OTTHUMG00000015508	q22.31
2	OTTHUMG00000015511	q22.31
2	OTTHUMG00000015509	q22.31
2	OTTHUMG00000015512	q22.31
2	OTTHUMG00000015513	q22.32
2	OTTHUMG00000015510	q22.32
2	OTTHUMG00000015514	q22.32
2	OTTHUMG00000015515	q22.32
2	OTTHUMG00000015516	q22.32
2	OTTHUMG00000015517	q22.32
2	OTTHUMG00000015518	q22.32
2	OTTHUMG00000015519	q22.32
2	OTTHUMG00000015520	q22.32
2	OTTHUMG00000016146	q22.32
2	OTTHUMG00000015521	q22.33
2	OTTHUMG00000015522	q22.33
2	OTTHUMG00000015523	q22.33
2	OTTHUMG00000015524	q22.33
2	OTTHUMG00000015525	q22.33
2	OTTHUMG00000015526	q22.33
2	OTTHUMG00000015527	q22.33
2	OTTHUMG00000015528	q22.33
2	OTTHUMG00000015530	q22.33
2	OTTHUMG00000015531	q22.33
2	OTTHUMG00000015532	q22.33
2	OTTHUMG00000015533	q22.33
2	OTTHUMG00000015534	q22.33
2	OTTHUMG00000015536	q22.33
2	OTTHUMG00000015535	q22.33
2	OTTHUMG00000015537	q22.33
2	OTTHUMG00000015538	q22.33
2	OTTHUMG00000015540	q22.33
2	OTTHUMG00000015539	q22.33
2	OTTHUMG00000015541	q22.33
2	OTTHUMG00000015542	q22.33
2	OTTHUMG00000015545	q22.33
2	OTTHUMG00000015543	q22.33
2	OTTHUMG00000015544	q22.33
2	OTTHUMG00000015546	q22.33
2	OTTHUMG00000015548	q22.33
2	OTTHUMG00000015547	q22.33
2	OTTHUMG00000015549	q22.33
2	OTTHUMG00000015550	q22.33
2	OTTHUMG00000015551	q22.33
2	OTTHUMG00000015552	q22.33
2	OTTHUMG00000015553	q22.33
2	OTTHUMG00000015554	q23.1
2	OTTHUMG00000015555	q23.1
2	OTTHUMG00000015556	q23.1
2	OTTHUMG00000015557	q23.1
2	OTTHUMG00000015558	q23.1
2	OTTHUMG00000015560	q23.2
2	OTTHUMG00000015561	q23.2
2	OTTHUMG00000015563	q23.2
2	OTTHUMG00000015562	q23.2
2	OTTHUMG00000015564	q23.2
2	OTTHUMG00000015566	q23.2
2	OTTHUMG00000015565	q23.2
2	OTTHUMG00000016292	q23.2
2	OTTHUMG00000016316	q23.2
2	OTTHUMG00000047966	q23.2
2	OTTHUMG00000015567	q23.2
2	OTTHUMG00000015572	q23.2
2	OTTHUMG00000015570	q23.2
2	OTTHUMG00000015571	q23.2
2	OTTHUMG00000055854	q23.2
2	OTTHUMG00000015573	q23.2
2	OTTHUMG00000150056	q23.2
2	OTTHUMG00000055852	q23.2
2	OTTHUMG00000015574	q23.2
2	OTTHUMG00000016340	q23.2
2	OTTHUMG00000055853	q23.2
2	OTTHUMG00000015577	q23.2
2	OTTHUMG00000015580	q23.2
2	OTTHUMG00000015578	q23.2
2	OTTHUMG00000015586	q23.2
2	OTTHUMG00000154716	q23.2
2	OTTHUMG00000015579	q23.2
2	OTTHUMG00000015581	q23.2
2	OTTHUMG00000015582	q23.2
2	OTTHUMG00000015584	q23.2
2	OTTHUMG00000015585	q23.2
2	OTTHUMG00000015583	q23.2
2	OTTHUMG00000015590	q23.2
2	OTTHUMG00000015587	q23.2
2	OTTHUMG00000015591	q23.2
2	OTTHUMG00000015589	q23.2
2	OTTHUMG00000015588	q23.2
2	OTTHUMG00000015592	q23.2
2	OTTHUMG00000015595	q23.2
2	OTTHUMG00000015593	q23.2
2	OTTHUMG00000015594	q23.2
2	OTTHUMG00000015596	q23.2
2	OTTHUMG00000015597	q23.2
2	OTTHUMG00000015598	q23.2
2	OTTHUMG00000015599	q23.2
2	OTTHUMG00000015602	q23.2
2	OTTHUMG00000015601	q23.2
2	OTTHUMG00000015600	q23.2
2	OTTHUMG00000015604	q23.2
2	OTTHUMG00000015603	q23.2
2	OTTHUMG00000015605	q23.2
2	OTTHUMG00000015607	q23.2
2	OTTHUMG00000015606	q23.2
2	OTTHUMG00000015608	q23.2
2	OTTHUMG00000015609	q23.2
2	OTTHUMG00000015611	q23.2
2	OTTHUMG00000015610	q23.2
2	OTTHUMG00000015613	q23.2
2	OTTHUMG00000015612	q23.2
2	OTTHUMG00000015614	q23.2
2	OTTHUMG00000015617	q23.2
2	OTTHUMG00000015616	q23.2
2	OTTHUMG00000015620	q23.2
2	OTTHUMG00000015615	q23.2
2	OTTHUMG00000015618	q23.2
2	OTTHUMG00000015619	q23.2
2	OTTHUMG00000015621	q23.2
2	OTTHUMG00000015622	q23.3
2	OTTHUMG00000015623	q23.3
2	OTTHUMG00000015624	q23.3
2	OTTHUMG00000015626	q23.3
2	OTTHUMG00000015625	q23.3
2	OTTHUMG00000015629	q23.3
2	OTTHUMG00000015627	q23.3
2	OTTHUMG00000015628	q23.3
2	OTTHUMG00000015631	q23.3
2	OTTHUMG00000015630	q23.3
2	OTTHUMG00000015632	q23.3
2	OTTHUMG00000015633	q23.3
2	OTTHUMG00000015634	q23.3
2	OTTHUMG00000015636	q23.3
2	OTTHUMG00000015635	q23.3
2	OTTHUMG00000015637	q23.3
2	OTTHUMG00000015641	q23.3
2	OTTHUMG00000015638	q23.3
2	OTTHUMG00000015639	q23.3
2	OTTHUMG00000015640	q23.3
2	OTTHUMG00000015643	q23.3
2	OTTHUMG00000033323	q23.3
2	OTTHUMG00000016407	q23.3
2	OTTHUMG00000015646	q23.3
2	OTTHUMG00000016410	q23.3
2	OTTHUMG00000015644	q23.3
2	OTTHUMG00000016412	q23.3
2	OTTHUMG00000015647	q23.3
2	OTTHUMG00000015645	q23.3
2	OTTHUMG00000015650	q23.3
2	OTTHUMG00000015648	q23.3
2	OTTHUMG00000015651	q23.3
2	OTTHUMG00000015649	q23.3
2	OTTHUMG00000015652	q23.3
2	OTTHUMG00000015653	q23.3
2	OTTHUMG00000015654	q23.3
2	OTTHUMG00000015655	q23.3
2	OTTHUMG00000015656	q23.3
2	OTTHUMG00000015657	q23.3
2	OTTHUMG00000015658	q23.3
2	OTTHUMG00000015659	q23.3
2	OTTHUMG00000015660	q23.3
2	OTTHUMG00000015661	q23.3
2	OTTHUMG00000015662	q23.3
2	OTTHUMG00000015663	q23.3
2	OTTHUMG00000015664	q23.3
2	OTTHUMG00000015665	q23.3
2	OTTHUMG00000015667	q23.3
2	OTTHUMG00000015666	q23.3
2	OTTHUMG00000015668	q23.3
2	OTTHUMG00000015670	q23.3
2	OTTHUMG00000015673	q23.3
2	OTTHUMG00000015672	q23.3
2	OTTHUMG00000015671	q23.3
2	OTTHUMG00000016321	q24.1
2	OTTHUMG00000015675	q23.3
2	OTTHUMG00000015676	q24.1
2	OTTHUMG00000015677	q24.1
2	OTTHUMG00000015683	q24.1
2	OTTHUMG00000015679	q24.1
2	OTTHUMG00000015678	q24.1
2	OTTHUMG00000015681	q24.1
2	OTTHUMG00000015685	q24.1
2	OTTHUMG00000015684	q24.1
2	OTTHUMG00000015686	q24.1
2	OTTHUMG00000015687	q24.1
2	OTTHUMG00000015688	q24.1
2	OTTHUMG00000015689	q24.1
2	OTTHUMG00000015690	q24.1
2	OTTHUMG00000015692	q24.1
2	OTTHUMG00000015691	q24.1
2	OTTHUMG00000015693	q24.1
2	OTTHUMG00000015695	q24.1
2	OTTHUMG00000015696	q24.1
2	OTTHUMG00000015697	q24.1
2	OTTHUMG00000015698	q24.1
2	OTTHUMG00000015699	q24.1
2	OTTHUMG00000015701	q24.1
2	OTTHUMG00000015700	q24.1
2	OTTHUMG00000015702	q24.1
2	OTTHUMG00000015703	q24.1
2	OTTHUMG00000015704	q24.1
2	OTTHUMG00000015705	q24.1
2	OTTHUMG00000015706	q24.1
2	OTTHUMG00000015707	q24.1
2	OTTHUMG00000015708	q24.1
2	OTTHUMG00000015710	q24.1
2	OTTHUMG00000015711	q24.1
2	OTTHUMG00000015709	q24.1
2	OTTHUMG00000015712	q24.2
2	OTTHUMG00000015715	q24.2
2	OTTHUMG00000015713	q24.2
2	OTTHUMG00000015714	q24.2
2	OTTHUMG00000015717	q24.2
2	OTTHUMG00000015716	q24.2
2	OTTHUMG00000015718	q24.2
2	OTTHUMG00000015720	q24.2
2	OTTHUMG00000015721	q24.2
2	OTTHUMG00000015719	q24.2
2	OTTHUMG00000015722	q24.2
2	OTTHUMG00000015723	q24.2
2	OTTHUMG00000015724	q24.2
2	OTTHUMG00000015725	q24.2
2	OTTHUMG00000015726	q24.2
2	OTTHUMG00000015730	q24.2
2	OTTHUMG00000015727	q24.2
2	OTTHUMG00000015728	q24.2
2	OTTHUMG00000015729	q24.2
2	OTTHUMG00000015732	q24.2
2	OTTHUMG00000015731	q24.2
2	OTTHUMG00000015733	q24.2
2	OTTHUMG00000015734	q24.2
2	OTTHUMG00000015738	q24.2
2	OTTHUMG00000015735	q24.2
2	OTTHUMG00000015737	q24.2
2	OTTHUMG00000015736	q24.2
2	OTTHUMG00000015739	q24.2
2	OTTHUMG00000015740	q24.2
2	OTTHUMG00000015741	q24.2
2	OTTHUMG00000015746	q24.2
2	OTTHUMG00000015742	q24.2
2	OTTHUMG00000015743	q24.2
2	OTTHUMG00000015744	q24.2
2	OTTHUMG00000015745	q24.2
2	OTTHUMG00000016100	q24.3
2	OTTHUMG00000015747	q24.3
2	OTTHUMG00000015749	q24.3
2	OTTHUMG00000015748	q24.3
2	OTTHUMG00000015750	q24.3
2	OTTHUMG00000015752	q24.3
2	OTTHUMG00000015751	q24.3
2	OTTHUMG00000015754	q24.3
2	OTTHUMG00000015755	q24.3
2	OTTHUMG00000015756	q24.3
2	OTTHUMG00000015758	q24.3
2	OTTHUMG00000015759	q24.3
2	OTTHUMG00000015762	q24.3
2	OTTHUMG00000015760	q24.3
2	OTTHUMG00000015761	q24.3
2	OTTHUMG00000015766	q24.3
2	OTTHUMG00000015764	q24.3
2	OTTHUMG00000015765	q24.3
2	OTTHUMG00000015767	q24.3
2	OTTHUMG00000015769	q24.3
2	OTTHUMG00000015768	q24.3
2	OTTHUMG00000015770	q24.3
2	OTTHUMG00000015771	q24.3
2	OTTHUMG00000015772	q24.3
2	OTTHUMG00000015773	q24.3
2	OTTHUMG00000015774	q24.3
2	OTTHUMG00000015775	q24.3
2	OTTHUMG00000015776	q24.3
2	OTTHUMG00000016135	q25.1
2	OTTHUMG00000015777	q25.1
2	OTTHUMG00000015778	q25.1
2	OTTHUMG00000015779	q25.1
2	OTTHUMG00000015782	q25.1
2	OTTHUMG00000015781	q25.1
2	OTTHUMG00000015780	q25.1
2	OTTHUMG00000015783	q25.1
2	OTTHUMG00000015785	q25.1
2	OTTHUMG00000015786	q25.1
2	OTTHUMG00000015784	q25.1
2	OTTHUMG00000015788	q25.1
2	OTTHUMG00000015791	q25.1
2	OTTHUMG00000015789	q25.1
2	OTTHUMG00000015792	q25.1
2	OTTHUMG00000015793	q25.1
2	OTTHUMG00000015790	q25.1
2	OTTHUMG00000015787	q25.1
2	OTTHUMG00000016437	q25.1
2	OTTHUMG00000015795	q25.1
2	OTTHUMG00000015794	q25.1
2	OTTHUMG00000015797	q25.1
2	OTTHUMG00000015798	q25.1
2	OTTHUMG00000015801	q25.1
2	OTTHUMG00000015799	q25.1
2	OTTHUMG00000015796	q25.1
2	OTTHUMG00000015804	q25.1
2	OTTHUMG00000015800	q25.1
2	OTTHUMG00000015805	q25.1
2	OTTHUMG00000015802	q25.1
2	OTTHUMG00000015806	q25.1
2	OTTHUMG00000015807	q25.1
2	OTTHUMG00000015803	q25.1
2	OTTHUMG00000015808	q25.1
2	OTTHUMG00000015810	q25.1
2	OTTHUMG00000015814	q25.1
2	OTTHUMG00000015813	q25.1
2	OTTHUMG00000015815	q25.1
2	OTTHUMG00000015809	q25.1
2	OTTHUMG00000015816	q25.1
2	OTTHUMG00000015812	q25.1
2	OTTHUMG00000015817	q25.1
2	OTTHUMG00000015811	q25.1
2	OTTHUMG00000015818	q25.1
2	OTTHUMG00000016347	q25.1
2	OTTHUMG00000015819	q25.1
2	OTTHUMG00000015820	q25.1
2	OTTHUMG00000015824	q25.1
2	OTTHUMG00000015821	q25.1
2	OTTHUMG00000015822	q25.1
2	OTTHUMG00000015823	q25.1
2	OTTHUMG00000015825	q25.1
2	OTTHUMG00000015828	q25.1
2	OTTHUMG00000015826	q25.1
2	OTTHUMG00000015829	q25.1
2	OTTHUMG00000015831	q25.1
2	OTTHUMG00000015827	q25.1
2	OTTHUMG00000015830	q25.1
2	OTTHUMG00000015832	q25.1
2	OTTHUMG00000015833	q25.1
2	OTTHUMG00000015834	q25.1
2	OTTHUMG00000015837	q25.1
2	OTTHUMG00000015836	q25.1
2	OTTHUMG00000015835	q25.1
2	OTTHUMG00000015838	q25.1
2	OTTHUMG00000015839	q25.1
2	OTTHUMG00000016103	q25.1
2	OTTHUMG00000016436	q25.1
2	OTTHUMG00000015841	q25.2
2	OTTHUMG00000015843	q25.2
2	OTTHUMG00000015845	q25.2
2	OTTHUMG00000015847	q25.2
2	OTTHUMG00000015850	q25.2
2	OTTHUMG00000015849	q25.2
2	OTTHUMG00000015851	q25.2
2	OTTHUMG00000015852	q25.2
2	OTTHUMG00000015853	q25.2
2	OTTHUMG00000015855	q25.2
2	OTTHUMG00000015854	q25.2
2	OTTHUMG00000015856	q25.2
2	OTTHUMG00000015857	q25.2
2	OTTHUMG00000015858	q25.2
2	OTTHUMG00000015859	q25.2
2	OTTHUMG00000015860	q25.2
2	OTTHUMG00000015861	q25.2
2	OTTHUMG00000015862	q25.2
2	OTTHUMG00000015863	q25.2
2	OTTHUMG00000015864	q25.2
2	OTTHUMG00000015865	q25.2
2	OTTHUMG00000015866	q25.2
2	OTTHUMG00000015867	q25.2
2	OTTHUMG00000015868	q25.2
2	OTTHUMG00000015870	q25.2
2	OTTHUMG00000015872	q25.2
2	OTTHUMG00000015871	q25.2
2	OTTHUMG00000015873	q25.2
2	OTTHUMG00000015874	q25.2
2	OTTHUMG00000015875	q25.2
2	OTTHUMG00000157130	q25.2
2	OTTHUMG00000015876	q25.2
2	OTTHUMG00000015877	q25.2
2	OTTHUMG00000015878	q25.2
2	OTTHUMG00000015880	q25.2
2	OTTHUMG00000015879	q25.3
