Mart	Table	O/R	COLUMN NAME	INPUT SOURCE	BOOL?	Data type	Index
Sample	sample__simple_germline_variation__dm:sample_id_key	R	tumour_genotype	sgv_p		varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	quality_score	sgv_p	Y (r)	int(1)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	probability	sgv_p	Y (r)	"float(3,2)"	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	read_count	sgv_p	Y (r)	"float(5,2)"	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	is_annotated	sgv_p	Y	varchar(32)	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	validation_status	sgv_p	Y	varchar(32)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	validation_platform	sgv_p	Y	varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	consequence_type	sgv_s	Y	varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	aa_variation	sgv_s		varchar(64)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	cds_variation	sgv_s		varchar(64)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	protein_domain_affected	sgv_s		varchar(64)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	gene_affected	sgv_s		varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	transcript_affected	sgv_s		text	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	platform	sgv_m	Y	varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	experimental_protocol	sgv_m		varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	base_calling_algorithm	sgv_m		varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	alignment_algorithm	sgv_m		varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	variation_calling_algorithm	sgv_m		varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	other_analysis_algorithm	sgv_m		varchar(256)	
Sample	sample__simple_germline_variation__dm:sample_id_key	O	seq_coverage	sgv_m		"float(5,2)"	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	raw_data_repository	sgv_m		varchar(64)	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	raw_data_accession	sgv_m		varchar(64)	
Sample	sample__mutation_summary__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__mutation_summary__dm:sample_id_key	R	ssm_count	sms	Y (r)	int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	ssm_subs_count	sms		int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	ssm_ins_count	sms		int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	ssm_del_count	sms		int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	cnv_count	sms	Y (r)	int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	cnv_gain_count	sms		int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	cnv_loss_count	sms		int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	sv_count	sms	Y (r)	int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	has_jcn	sms	Y (r)	int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	has_mirna	sms	Y (r)	int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	has_meth	sms	Y (r)	int(1) unsigned	
Sample	sample__mutation_summary__dm:sample_id_key	R	has_exp	sms	Y (r)	int(1) unsigned	
Sample	sample__diff_exp__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__diff_exp__dm:sample_id_key	R	gene_stable_id	diff_exp_a		char(15)	
Sample	sample__diff_exp__dm:sample_id_key	R	direction_of_regulation	diff_exp_a	Y	varchar(4)	
Sample	sample__diff_exp__dm:sample_id_key	R	fold_change	diff_exp_a	Y (r)	"float(5,2)"	
Sample	sample__diff_exp__dm:sample_id_key	R	expressed_in	diff_exp_a	Y	varchar(64)	
Sample	sample__diff_exp__dm:sample_id_key	R	platform	diff_exp_a	Y	varchar(64)	
Sample	sample__diff_exp__dm:sample_id_key	R	comparison	diff_exp_a		varchar(256)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	mutation_id	cnsm_p/cnsm_s		varchar(64)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	mutation_type	cnsm_p	Y	varchar(64)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	chromosome_start_range	cnsm_p		int(1)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	chromosome_end_range	cnsm_p		int(1)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	start_probe_id	cnsm_p		varchar(64)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	end_probe_id	cnsm_p		varchar(64)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	copy_number	cnsm_p	Y (r)	int(1)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	quality_score	cnsm_p	Y (r)	"float(12,6)"	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	probability	cnsm_p	Y (r)	"float(3,2)"	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	is_annotated	cnsm_p	Y	varchar(32)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	validation_status	cnsm_p	Y	varchar(32)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	validation_platform	cnsm_p	Y	varchar(256)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	gene_affected	cnsm_s		text	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	transcript_affected	cnsm_s		text	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	platform	cnsm_m	Y	varchar(256)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	experimental_protocol	cnsm_m		varchar(256)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	base_calling_algorithm	cnsm_m		varchar(256)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	alignment_algorithm	cnsm_m		varchar(256)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	variation_calling_algorithm	cnsm_m		varchar(256)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	other_analysis_algorithm	cnsm_m		varchar(256)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	O	seq_coverage	cnsm_m		"float(3,2)"	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	raw_data_repository	cnsm_m		varchar(64)	
Sample	sample__copy_number_somatic_mutation__dm:sample_id_key	R	raw_data_accession	cnsm_m		varchar(64)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	variation_id	cngv_p/cngv_s		varchar(64)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	variation_type	cngv_p	Y	varchar(64)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	chromosome_start_range	cngv_p		int(1)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	chromosome_end_range	cngv_p		int(1)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	start_probe_id	cngv_p		varchar(64)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	end_probe_id	cngv_p		varchar(64)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	copy_number	cngv_p	Y (r)	int(1)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	quality_score	cngv_p	Y (r)	"float(12,6)"	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	probability	cngv_p	Y (r)	"float(3,2)"	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	is_annotated	cngv_p	Y	varchar(32)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	validation_status	cngv_p	Y	varchar(32)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	validation_platform	cngv_p	Y	varchar(256)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	gene_affected	cngv_s		text	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	transcript_affected	cnsm_s		text	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	platform	cngv_m	Y	varchar(256)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	experimental_protocol	cngv_m		varchar(256)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	base_calling_algorithm	cngv_m		varchar(256)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	alignment_algorithm	cngv_m		varchar(256)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	variation_calling_algorithm	cngv_m		varchar(256)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	other_analysis_algorithm	cngv_m		varchar(256)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	O	seq_coverage	cngv_m		"float(3,2)"	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	raw_data_repository	cngv_m		varchar(64)	
Sample	sample__copy_number_germline_variation__dm:sample_id_key	R	raw_data_accession	cngv_m		varchar(64)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	annotation	stsm_p/stgv_p		varchar(64)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	interpreted_annotation	stsm_p/stgv_p		varchar(128)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	variant_type	stsm_p	Y	varchar(64)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	chr_from	stsm_p/stgv_p		varchar(32)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	chr_from_bkpt	stsm_p/stgv_p		int(1)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	chr_from_strand	stsm_p/stgv_p		int(1)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	chr_from_range	stsm_p/stgv_p		int(1)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	chr_from_flanking_seq	stsm_p/stgv_p		varchar(512)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	chr_to	stsm_p/stgv_p		varchar(32)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	chr_to_bkpt	stsm_p/stgv_p		int(1)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	chr_to_strand	stsm_p/stgv_p		int(1)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	microhomology_sequence	stsm_p		text	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	evidence	stsm_p	Y	varchar(64)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	zygosity	stsm_p	Y	varchar(32)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	platform	stsm_m	Y	varchar(256)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	validation_status	stsm_p	Y	varchar(32)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	validation_platform	stsm_p	Y	varchar(256)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	db_xref	stsm_p		varchar(64)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	gene_affected	ssm_s/sgv_s		text	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	transcript_affected	ssm_s/sgv_s		text	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	experimental_protocol	stsm_m		varchar(256)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	base_calling_algorithm	stsm_m		varchar(256)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	alignment_algorithm	stsm_m		varchar(256)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	variation_calling_algorithm	stsm_m		varchar(256)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	other_analysis_algorithm	stsm_m		varchar(256)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	O	seq_coverage	stsm_m		"float(3,2)"	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	raw_data_repository	stsm_m		varchar(64)	
Sample	sample__structural_somatic_mutation__dm:sample_id_key	R	raw_data_accession	stsm_m		varchar(64)	
Sample	sample__structural_germline_variation__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__structural_germline_variation__dm:sample_id_key	R	annotation	stgv_p/stgv_p		varchar(64)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	interpreted_annotation	stgv_p/stgv_p		varchar(128)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	variant_type	stgv_p	Y	varchar(64)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	chr_from	stgv_p/stgv_p		varchar(32)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	chr_from_bkpt	stgv_p/stgv_p		int(1)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	chr_from_strand	stgv_p/stgv_p		int(1)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	chr_from_range	stgv_p/stgv_p		int(1)	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	chr_from_flanking_seq	stgv_p/stgv_p		varchar(512)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	chr_to	stgv_p/stgv_p		varchar(32)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	chr_to_bkpt	stgv_p/stgv_p		int(1)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	chr_to_strand	stgv_p/stgv_p		int(1)	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	microhomology_sequence	stgv_p		text	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	evidence	stgv_p	Y	varchar(64)	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	zygosity	stgv_p	Y	varchar(32)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	platform	stgv_m	Y	varchar(256)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	validation_status	stgv_p	Y	varchar(32)	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	validation_platform	stgv_p	Y	varchar(256)	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	db_xref	stgv_p		varchar(64)	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	gene_affected	ssm_s/sgv_s		text	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	transcript_affected	ssm_s/sgv_s		text	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	experimental_protocol	stgv_m		varchar(256)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	base_calling_algorithm	stgv_m		varchar(256)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	alignment_algorithm	stgv_m		varchar(256)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	variation_calling_algorithm	stgv_m		varchar(256)	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	other_analysis_algorithm	stgv_m		varchar(256)	
Sample	sample__structural_germline_variation__dm:sample_id_key	O	seq_coverage	stgv_m		"float(3,2)"	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	raw_data_repository	stgv_m		varchar(64)	
Sample	sample__structural_germline_variation__dm:sample_id_key	R	raw_data_accession	stgv_m		varchar(64)	
Sample	sample__gene_exp__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__gene_exp__dm:sample_id_key	R	normalized_read_count	exp_g	Y (r)	"float(12,5)"	
Sample	sample__gene_exp__dm:sample_id_key	R	raw_read_count	exp_g	Y (r)	int(1)	
Sample	sample__gene_exp__dm:sample_id_key	O	normalized_expression_level	exp_g	Y (r)	"float(12,5)"	
Sample	sample__gene_exp__dm:sample_id_key	O	fold_change	exp_g	Y (r)	"float(3,2)"	
Sample	sample__gene_exp__dm:sample_id_key	O	reference_sample	exp_g		varchar(32)	
Sample	sample__gene_exp__dm:sample_id_key	R	platform	exp_m	Y	varchar(256)	
Sample	sample__gene_exp__dm:sample_id_key	O	quality_score	exp_g	Y (r)	int(1)	
Sample	sample__gene_exp__dm:sample_id_key	O	probability	exp_g	Y (r)	"float(3,2)"	
Sample	sample__gene_exp__dm:sample_id_key	O	is_annotated	exp_g	Y	varchar(32)	
Sample	sample__gene_exp__dm:sample_id_key	R	validation_status	exp_g	Y	varchar(32)	
Sample	sample__gene_exp__dm:sample_id_key	O	validation_platform	exp_g	Y	varchar(256)	
Sample	sample__gene_exp__dm:sample_id_key	O	experimental_protocol	exp_m		varchar(256)	
Sample	sample__gene_exp__dm:sample_id_key	R	base_calling_algorithm	exp_m		varchar(256)	
Sample	sample__gene_exp__dm:sample_id_key	R	alignment_algorithm	exp_m		varchar(256)	
Sample	sample__gene_exp__dm:sample_id_key	R	normalization_algorithm	exp_m		varchar(256)	
Sample	sample__gene_exp__dm:sample_id_key	O	other_analysis_algorithm	exp_m		varchar(256)	
Sample	sample__gene_exp__dm:sample_id_key	O	seq_coverage	exp_m		"float(5,2)"	
Sample	sample__gene_exp__dm:sample_id_key	R	raw_data_repository	exp_m		varchar(64)	
Sample	sample__gene_exp__dm:sample_id_key	R	raw_data_accession	exp_m		varchar(64)	
Sample	sample__mirna_exp__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__mirna_exp__dm:sample_id_key	O	mirna_seq	mirna_p		text	
Sample	sample__mirna_exp__dm:sample_id_key	R	normalized_read_count	mirna_p	Y (r)	"float(12,5)"	
Sample	sample__mirna_exp__dm:sample_id_key	R	raw_read_count	mirna_p	Y (r)	int(1)	
Sample	sample__mirna_exp__dm:sample_id_key	O	normalized_expression_level	mirna_p	Y (r)	"float(12,5)"	
Sample	sample__mirna_exp__dm:sample_id_key	O	fold_change	mirna_p	Y (r)	"float(3,2)"	
Sample	sample__mirna_exp__dm:sample_id_key	O	reference_sample	mirna_p		varchar(32)	
Sample	sample__mirna_exp__dm:sample_id_key	R	platform	mirna_m	Y	varchar(256)	
Sample	sample__mirna_exp__dm:sample_id_key	O	quality_score	mirna_p	Y (r)	int(1)	
Sample	sample__mirna_exp__dm:sample_id_key	O	probability	mirna_p	Y (r)	"float(3,2)"	
Sample	sample__mirna_exp__dm:sample_id_key	O	is_annotated	mirna_p	Y	varchar(32)	
Sample	sample__mirna_exp__dm:sample_id_key	R	validation_status	mirna_p	Y	varchar(32)	
Sample	sample__mirna_exp__dm:sample_id_key	O	validation_platform	mirna_p	Y	varchar(256)	
Sample	sample__mirna_exp__dm:sample_id_key	O	experimental_protocol	mirna_m		varchar(256)	
Sample	sample__mirna_exp__dm:sample_id_key	R	base_calling_algorithm	mirna_m		varchar(256)	
Sample	sample__mirna_exp__dm:sample_id_key	R	alignment_algorithm	mirna_m		varchar(256)	
Sample	sample__mirna_exp__dm:sample_id_key	R	normalization_algorithm	mirna_m		varchar(256)	
Sample	sample__mirna_exp__dm:sample_id_key	O	other_analysis_algorithm	mirna_m		varchar(256)	
Sample	sample__mirna_exp__dm:sample_id_key	O	seq_coverage	mirna_m		"float(5,2)"	
Sample	sample__mirna_exp__dm:sample_id_key	R	raw_data_repository	mirna_m		varchar(64)	
Sample	sample__mirna_exp__dm:sample_id_key	R	raw_data_accession	mirna_m		varchar(64)	
Sample	sample__junction__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__junction__dm:sample_id_key	O	junction_id	jcn_p		varchar(128)	
Sample	sample__junction__dm:sample_id_key	O	second_gene_stable_id	jcn_p		varchar(32)	
Sample	sample__junction__dm:sample_id_key	R	exon1_chromosome	jcn_p		varchar(32)	
Sample	sample__junction__dm:sample_id_key	R	exon1_number_bases	jcn_p		int(1) unsigned	
Sample	sample__junction__dm:sample_id_key	R	exon1_end	jcn_p		int(1) unsigned	
Sample	sample__junction__dm:sample_id_key	O	exon1_strand	jcn_p		int(1)	
Sample	sample__junction__dm:sample_id_key	R	exon2_chromosome	jcn_p		varchar(32)	
Sample	sample__junction__dm:sample_id_key	R	exon2_number_bases	jcn_p		int(1) unsigned	
Sample	sample__junction__dm:sample_id_key	R	exon2_start	jcn_p		int(1) unsigned	
Sample	sample__junction__dm:sample_id_key	O	exon2_strand	jcn_p		int(1)	
Sample	sample__junction__dm:sample_id_key	O	is_fusion_gene	jcn_p		varchar(4)	
Sample	sample__junction__dm:sample_id_key	O	is_novel_splice_form	jcn_p		varchar(4)	
Sample	sample__junction__dm:sample_id_key	O	junction_seq	jcn_p		text	
Sample	sample__junction__dm:sample_id_key	O	junction_type	jcn_p	Y	varchar(32)	
Sample	sample__junction__dm:sample_id_key	R	junction_read_count	jcn_p	Y (r)	"float(12,5)"	
Sample	sample__junction__dm:sample_id_key	R	platform	jcn_m	Y	varchar(256)	
Sample	sample__junction__dm:sample_id_key	O	quality_score	jcn_p	Y (r)	int(1)	
Sample	sample__junction__dm:sample_id_key	O	probability	jcn_p	Y (r)	"float(3,2)"	
Sample	sample__junction__dm:sample_id_key	R	validation_status	jcn_p	Y	varchar(32)	
Sample	sample__junction__dm:sample_id_key	O	validation_platform	jcn_p	Y	varchar(256)	
Sample	sample__junction__dm:sample_id_key	O	experimental_protocol	jcn_m		varchar(256)	
Sample	sample__junction__dm:sample_id_key	R	base_calling_algorithm	jcn_m		varchar(256)	
Sample	sample__junction__dm:sample_id_key	R	alignment_algorithm	jcn_m		varchar(256)	
Sample	sample__junction__dm:sample_id_key	R	normalization_algorithm	jcn_m		varchar(256)	
Sample	sample__junction__dm:sample_id_key	O	other_analysis_algorithm	jcn_m		varchar(256)	
Sample	sample__junction__dm:sample_id_key	O	seq_coverage	jcn_m		"float(5,2)"	
Sample	sample__junction__dm:sample_id_key	R	raw_data_repository	jcn_m		varchar(64)	
Sample	sample__junction__dm:sample_id_key	R	raw_data_accession	jcn_m		varchar(64)	
Sample	sample__methylation__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__methylation__dm:sample_id_key	R	methylated_fragment_id	meth_p		varchar(64)	
Sample	sample__methylation__dm:sample_id_key	R	percent_methylation_1	meth_p	Y (r)	"float(10,9)"	
Sample	sample__methylation__dm:sample_id_key	R	percent_methylation_2	meth_p	Y (r)	"float(10,9)"	
Sample	sample__methylation__dm:sample_id_key	R	platform	meth_m	Y	varchar(256)	
Sample	sample__methylation__dm:sample_id_key	O	quality_score	meth_p	Y (r)	int(1)	
Sample	sample__methylation__dm:sample_id_key	O	probability	meth_p	Y (r)	"float(3,2)"	
Sample	sample__methylation__dm:sample_id_key	R	validation_status	meth_p	Y	varchar(32)	
Sample	sample__methylation__dm:sample_id_key	O	validation_platform	meth_p	Y	varchar(256)	
Sample	sample__methylation__dm:sample_id_key	R	gene_affected	meth_s		text	
Sample	sample__methylation__dm:sample_id_key	O	experimental_protocol	meth_m		varchar(256)	
Sample	sample__methylation__dm:sample_id_key	R	base_calling_algorithm	meth_m		varchar(256)	
Sample	sample__methylation__dm:sample_id_key	R	alignment_algorithm	meth_m		varchar(256)	
Sample	sample__methylation__dm:sample_id_key	R	variation_calling_algorithm	meth_m		varchar(256)	
Sample	sample__methylation__dm:sample_id_key	O	other_analysis_algorithm	meth_m		varchar(256)	
Sample	sample__methylation__dm:sample_id_key	R	raw_data_repository	meth_m		varchar(64)	
Sample	sample__methylation__dm:sample_id_key	R	raw_data_accession	meth_m		varchar(64)	
Gene	gene__gene__main:gene_id_1020_key		gene_id_1020_key			int(1) unsigned	Y
Gene	gene__gene_exp_bool__dm:gene_id_1020_key		gene_id_1020_key			int(1) unsigned	Y
Gene	gene__transcript__main:transcript_id_1064_key:gene_id_1020_key:gene__gene__main		gene_id_1020_key			int(1) unsigned	Y
Gene	gene__transcript__main:transcript_id_1064_key:gene_id_1020_key:gene__gene__main		transcript_id_1064_key			int(1) unsigned	Y
Gene	gene__protein__main:protein_id_key:transcript_id_1064_key:gene__transcript__main		gene_id_1020_key			int(1) unsigned	Y
Gene	gene__protein__main:protein_id_key:transcript_id_1064_key:gene__transcript__main		transcript_id_1064_key			int(1) unsigned	Y
Gene	gene__protein__main:protein_id_key:transcript_id_1064_key:gene__transcript__main		protein_id_key			int(1) unsigned	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		gene_id_1020_key			int(1) unsigned	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		sample_id	exp_m/exp_g		varchar(32)	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		normalized_read_count	exp_g	Y (r)	"float(12,5)"	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		raw_read_count	exp_g	Y (r)	int(1)	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		normalized_expression_level	exp_g	Y (r)	"float(12,5)"	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		fold_change	exp_g	Y (r)	"float(12,5)"	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		reference_sample	exp_g		varchar(32)	
Gene	gene__gene_exp__dm:gene_id_1020_key		platform	exp_m	Y	varchar(256)	
Gene	gene__gene_exp__dm:gene_id_1020_key		quality_score	exp_g	Y (r)	int(1)	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		probability	exp_g	Y (r)	"float(3,2)"	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		validation_status	exp_g	Y	varchar(32)	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		validation_platform	exp_g	Y	varchar(256)	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		experimental_protocol	exp_m		varchar(256)	
Gene	gene__gene_exp__dm:gene_id_1020_key		base_calling_algorithm	exp_m		varchar(256)	
Gene	gene__gene_exp__dm:gene_id_1020_key		alignment_algorithm	exp_m		varchar(256)	
Gene	gene__gene_exp__dm:gene_id_1020_key		normalization_algorithm	exp_m		varchar(256)	
Gene	gene__gene_exp__dm:gene_id_1020_key		other_analysis_algorithm	exp_m		varchar(256)	
Gene	gene__gene_exp__dm:gene_id_1020_key		seq_coverage	exp_m		"float(5,2)"	
Gene	gene__gene_exp__dm:gene_id_1020_key		raw_data_repository	exp_m		varchar(64)	
Gene	gene__gene_exp__dm:gene_id_1020_key		raw_data_accession	exp_m		varchar(64)	
Gene	gene__gene_exp__dm:gene_id_1020_key		probeset_id	exp_g		varchar(64)	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		donor_id	exp_m		varchar(32)	Y
Gene	gene__gene_exp__dm:gene_id_1020_key		diagnosis_id	exp_m		varchar(32)	Y
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key		transcript_id_1064_key			int(1) unsigned	Y
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	mutation_id	ssm_p/ssm_s		varchar(64)	Y
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	mutation_type	ssm_p	Y	varchar(64)	Y
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	chromosome	ssm_p		varchar(32)	
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	chromosome_start	ssm_p		int(1)	
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	chromosome_end	ssm_p		int(1)	
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	chromosome_strand	ssm_p		int(1)	
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	refsnp_allele	ssm_p		varchar(256)	
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	O	refsnp_strand	ssm_p		int(1)	
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	reference_genome_allele	ssm_p		varchar(256)	
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	control_genotype	ssm_p		varchar(256)	
Gene	gene__simple_somatic_mutation__dm:transcript_id_1064_key	R	tumour_genotype	ssm_p		varchar(256)	
